time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,City,State
2025-02-02,21.3,14.0,28.0,0.0,,270.0,7.8,,1012.1,,Patna,BR
2025-02-03,21.1,16.0,28.0,0.0,,281.0,8.4,,1013.0,,Patna,BR
2025-02-04,20.2,14.0,26.0,0.0,,268.0,6.2,,1012.9,,Patna,BR
2025-02-05,22.3,16.0,28.0,0.0,,270.0,11.9,,1010.6,,Patna,BR
2025-02-06,20.2,16.0,24.0,0.0,,268.0,16.5,,1012.8,,Patna,BR
2025-02-07,18.6,14.0,24.0,0.0,,275.0,14.9,,1013.9,,Patna,BR
2025-02-08,17.8,13.0,24.0,0.0,,269.0,8.7,,1014.5,,Patna,BR
2025-02-09,18.6,13.0,24.0,0.0,,255.0,7.8,,1013.2,,Patna,BR
2025-02-10,19.6,13.0,27.0,0.0,,263.0,7.0,,1012.9,,Patna,BR
2025-02-11,21.0,14.0,27.0,0.0,,266.0,10.3,,1011.6,,Patna,BR
2025-02-12,21.7,15.0,29.0,0.0,,263.0,9.5,,1011.3,,Patna,BR
2025-02-13,20.7,17.0,26.0,0.0,,262.0,15.3,,1011.4,,Patna,BR
2025-02-14,19.3,15.0,25.0,0.0,,268.0,12.7,,1011.2,,Patna,BR
2025-02-15,19.4,13.0,26.0,0.0,,274.0,6.8,,1011.4,,Patna,BR
2025-02-16,20.6,13.0,28.0,0.0,,105.0,4.6,,1011.7,,Patna,BR
2025-02-17,21.8,16.0,28.0,0.0,,45.0,6.9,,1014.0,,Patna,BR
2025-02-18,21.4,16.0,27.2,0.0,,248.0,5.9,,1013.8,,Patna,BR
2025-01-01,12.9,9.3,18.0,0.0,,269.0,7.5,,1018.3,,Varanasi,UE
2025-01-02,12.9,9.0,18.6,0.0,,266.0,6.2,,1018.1,,Varanasi,UE
2025-01-03,13.4,7.4,20.1,0.0,,275.0,4.6,,1017.5,,Varanasi,UE
2025-01-04,13.1,9.3,19.0,0.0,,298.0,3.9,,1016.6,,Varanasi,UE
2025-01-05,13.4,9.6,19.3,0.0,,82.0,4.1,,1016.7,,Varanasi,UE
2025-01-06,15.9,11.8,22.5,0.0,,26.0,4.8,,1015.0,,Varanasi,UE
2025-01-07,14.5,12.2,19.3,0.0,,266.0,10.5,,1015.9,,Varanasi,UE
2025-01-08,13.3,10.1,17.3,0.0,,265.0,8.7,,1016.8,,Varanasi,UE
2025-01-09,13.5,8.6,19.4,0.0,,156.0,3.2,,1018.8,,Varanasi,UE
2025-01-10,13.8,8.7,20.0,0.0,,63.0,3.6,,1020.1,,Varanasi,UE
2025-01-11,14.1,8.4,22.4,0.0,,86.0,4.7,,1019.1,,Varanasi,UE
2025-01-12,16.8,11.9,24.2,0.3,,68.0,8.3,,1017.5,,Varanasi,UE
2025-01-13,16.8,13.5,23.5,2.0,,278.0,6.8,,1017.4,,Varanasi,UE
2025-01-14,14.3,12.8,21.4,0.0,,283.0,4.6,,1019.3,,Varanasi,UE
2025-01-15,13.9,9.8,21.1,0.0,,58.0,3.0,,1020.2,,Varanasi,UE
2025-01-16,13.9,8.6,20.3,0.0,,50.0,4.6,,1019.6,,Varanasi,UE
2025-01-17,15.3,10.9,22.0,0.0,,261.0,7.0,,1018.8,,Varanasi,UE
2025-01-18,15.3,10.6,23.0,0.0,,267.0,6.9,,1017.9,,Varanasi,UE
2025-01-19,14.6,9.5,20.8,0.0,,255.0,8.7,,1016.6,,Varanasi,UE
2025-01-20,18.1,12.0,27.0,0.0,,261.0,11.2,,1013.9,,Varanasi,UE
2025-01-21,18.7,14.6,25.4,0.0,,259.0,10.2,,1013.1,,Varanasi,UE
2025-01-22,18.0,12.9,25.6,0.0,,267.0,6.3,,1013.5,,Varanasi,UE
2025-01-23,17.6,11.2,25.2,0.0,,263.0,4.6,,1013.8,,Varanasi,UE
2025-01-24,18.1,13.7,24.4,0.0,,275.0,8.3,,1013.9,,Varanasi,UE
2025-01-25,16.1,11.1,22.2,0.0,,258.0,10.2,,1014.7,,Varanasi,UE
2025-01-26,15.2,9.4,21.9,0.0,,269.0,7.0,,1014.7,,Varanasi,UE
2025-01-27,15.0,9.5,21.7,0.0,,268.0,7.7,,1012.9,,Varanasi,UE
2025-01-28,15.3,9.9,21.7,0.0,,261.0,5.8,,1013.4,,Varanasi,UE
2025-01-29,15.7,10.2,22.6,0.0,,87.0,4.3,,1015.0,,Varanasi,UE
2025-01-30,16.2,8.9,24.7,0.0,,85.0,3.4,,1011.2,,Varanasi,UE
2025-01-31,18.5,11.9,27.0,0.0,,128.0,5.0,,1011.0,,Varanasi,UE
2025-02-01,19.8,13.9,27.2,0.0,,91.0,6.2,,1012.3,,Varanasi,UE
2025-02-02,20.3,14.5,27.5,0.0,,277.0,5.3,,1012.9,,Varanasi,UE
2025-02-03,19.4,13.9,25.8,0.0,,264.0,7.0,,1013.7,,Varanasi,UE
2025-02-04,20.2,12.9,27.3,0.0,,303.0,5.8,,1013.5,,Varanasi,UE
2025-02-05,22.2,16.3,29.4,0.0,,283.0,9.5,,1012.0,,Varanasi,UE
2025-02-06,18.6,13.7,24.7,0.0,,269.0,13.0,,1014.4,,Varanasi,UE
2025-02-07,17.5,12.2,23.9,0.0,,262.0,13.9,,1015.1,,Varanasi,UE
2025-02-08,17.4,11.4,23.7,0.0,,253.0,9.6,,1015.0,,Varanasi,UE
2025-02-09,18.5,12.1,25.8,0.0,,256.0,8.4,,1013.8,,Varanasi,UE
2025-02-10,20.0,12.5,27.9,0.0,,261.0,6.3,,1013.4,,Varanasi,UE
2025-02-11,21.3,14.4,28.8,0.0,,264.0,9.8,,1012.4,,Varanasi,UE
2025-02-12,22.0,14.8,29.7,0.0,,255.0,9.8,,1012.1,,Varanasi,UE
2025-02-13,20.0,14.9,25.5,0.0,,262.0,14.4,,1012.9,,Varanasi,UE
2025-02-14,20.1,14.5,26.8,0.0,,259.0,15.5,,1011.9,,Varanasi,UE
2025-02-15,21.2,14.8,28.4,0.0,,259.0,9.0,,1011.1,,Varanasi,UE
2025-02-16,21.7,15.0,28.8,0.0,,74.0,7.8,,1011.2,,Varanasi,UE
2025-02-17,22.5,16.4,29.3,0.0,,72.0,7.1,,1013.9,,Varanasi,UE
2025-02-18,22.8,15.7,30.0,0.0,,105.0,4.8,,1013.1,,Varanasi,UE
2025-01-01,23.9,17.5,31.3,0.0,,5.0,8.7,,1014.8,,Surat,GJ
2025-01-02,25.3,19.1,32.4,0.0,,32.0,6.9,,1014.6,,Surat,GJ
2025-01-03,25.1,17.9,33.4,0.0,,31.0,6.6,,1014.3,,Surat,GJ
2025-01-04,24.2,17.8,32.1,0.0,,19.0,6.0,,1012.9,,Surat,GJ
2025-01-05,22.8,17.4,29.1,0.0,,355.0,9.3,,1013.0,,Surat,GJ
2025-01-06,21.3,16.1,27.1,0.0,,360.0,11.9,,1014.3,,Surat,GJ
2025-01-07,21.4,15.9,28.2,0.0,,17.0,13.0,,1014.7,,Surat,GJ
2025-01-08,21.6,15.3,29.5,0.0,,34.0,9.9,,1013.8,,Surat,GJ
2025-01-09,23.2,16.7,31.3,0.0,,44.0,7.7,,1013.5,,Surat,GJ
2025-01-10,24.0,18.7,31.8,0.0,,42.0,6.0,,1014.1,,Surat,GJ
2025-01-11,22.6,16.2,28.6,0.0,,346.0,5.5,,1014.4,,Surat,GJ
2025-01-12,22.6,16.5,28.6,0.0,,4.0,10.8,,1015.4,,Surat,GJ
2025-01-13,22.6,17.2,29.2,0.0,,17.0,12.8,,1014.4,,Surat,GJ
2025-01-14,23.5,17.0,31.1,0.0,,15.0,11.4,,1013.4,,Surat,GJ
2025-01-15,23.1,17.6,29.2,0.0,,347.0,10.3,,1014.1,,Surat,GJ
2025-01-16,22.6,17.0,28.8,0.0,,2.0,14.4,,1015.9,,Surat,GJ
2025-01-17,24.6,19.1,32.1,0.0,,31.0,11.8,,1014.1,,Surat,GJ
2025-01-18,25.9,20.6,33.5,0.0,,33.0,7.8,,1012.8,,Surat,GJ
2025-01-19,25.8,19.0,33.5,0.0,,38.0,6.7,,1013.5,,Surat,GJ
2025-01-20,25.7,19.6,33.4,0.0,,30.0,7.2,,1013.0,,Surat,GJ
2025-01-21,24.8,17.5,32.3,0.0,,11.0,7.6,,1012.0,,Surat,GJ
2025-01-22,24.2,18.2,30.5,0.0,,1.0,10.8,,1011.9,,Surat,GJ
2025-01-23,23.0,17.0,29.4,0.0,,0.0,12.7,,1012.8,,Surat,GJ
2025-01-24,24.1,17.3,32.2,0.0,,19.0,12.0,,1011.4,,Surat,GJ
2025-01-25,25.3,18.8,33.2,0.0,,14.0,13.3,,1011.8,,Surat,GJ
2025-01-26,25.0,18.2,33.1,0.0,,359.0,13.2,,1011.7,,Surat,GJ
2025-01-27,24.3,17.6,32.4,0.0,,355.0,11.7,,1010.9,,Surat,GJ
2025-01-28,24.6,17.2,33.3,0.0,,335.0,9.0,,1010.3,,Surat,GJ
2025-01-29,24.4,17.4,32.3,0.0,,269.0,6.3,,1012.2,,Surat,GJ
2025-01-30,24.3,16.8,31.7,0.0,,347.0,8.7,,1011.5,,Surat,GJ
2025-01-31,23.4,16.9,30.6,0.0,,320.0,7.6,,1010.8,,Surat,GJ
2025-02-01,22.7,16.9,28.8,0.0,,347.0,10.6,,1012.4,,Surat,GJ
2025-02-02,23.3,16.8,30.9,0.0,,3.0,12.4,,1012.8,,Surat,GJ
2025-02-03,24.3,17.4,32.0,0.0,,321.0,8.3,,1012.0,,Surat,GJ
2025-02-04,23.8,16.6,30.5,0.0,,343.0,11.3,,1013.3,,Surat,GJ
2025-02-05,23.2,16.6,29.8,0.0,,9.0,15.6,,1013.7,,Surat,GJ
2025-02-06,24.8,18.0,32.1,0.0,,23.0,17.2,,1012.3,,Surat,GJ
2025-02-07,26.7,19.8,35.1,0.0,,34.0,14.6,,1012.7,,Surat,GJ
2025-02-08,26.6,19.5,35.5,0.0,,9.0,10.5,,1012.4,,Surat,GJ
2025-02-09,27.1,19.5,35.2,0.0,,359.0,10.0,,1011.9,,Surat,GJ
2025-02-10,26.5,19.1,34.6,0.0,,347.0,9.0,,1013.0,,Surat,GJ
2025-02-11,25.0,18.3,32.3,0.0,,338.0,9.4,,1013.9,,Surat,GJ
2025-02-12,24.9,17.6,32.6,0.0,,6.0,9.9,,1014.4,,Surat,GJ
2025-02-13,26.3,18.7,35.0,0.0,,9.0,13.2,,1013.9,,Surat,GJ
2025-02-14,27.2,20.2,35.1,0.0,,12.0,11.6,,1013.5,,Surat,GJ
2025-02-15,27.0,18.8,35.1,0.0,,357.0,6.5,,1012.0,,Surat,GJ
2025-02-16,26.9,20.5,34.3,0.0,,309.0,9.1,,1012.0,,Surat,GJ
2025-02-17,27.3,20.3,35.0,0.0,,355.0,9.8,,1013.1,,Surat,GJ
2025-02-18,27.9,21.0,34.9,0.0,,332.0,10.7,,1013.0,,Surat,GJ
2025-01-01,23.2,20.1,27.8,0.0,,43.0,13.6,,1014.7,,Visakhapatnam,AP
2025-01-02,22.0,18.3,26.9,0.0,,45.0,14.2,,1014.7,,Visakhapatnam,AP
2025-01-03,21.5,17.5,27.1,0.0,,39.0,11.7,,1015.0,,Visakhapatnam,AP
2025-01-04,21.7,17.3,27.3,0.0,,37.0,11.6,,1013.9,,Visakhapatnam,AP
2025-01-05,22.1,17.6,27.3,0.0,,35.0,9.6,,1014.2,,Visakhapatnam,AP
2025-01-06,22.6,18.0,28.1,0.0,,41.0,9.2,,1013.7,,Visakhapatnam,AP
2025-01-07,22.9,17.9,28.8,0.0,,326.0,8.1,,1013.3,,Visakhapatnam,AP
2025-01-08,23.4,18.8,29.3,0.0,,23.0,11.4,,1013.6,,Visakhapatnam,AP
2025-01-09,22.7,18.9,27.5,0.0,,45.0,18.4,,1015.3,,Visakhapatnam,AP
2025-01-10,21.8,18.2,26.5,0.0,,40.0,19.8,,1017.3,,Visakhapatnam,AP
2025-01-11,21.6,17.6,26.3,0.0,,42.0,20.8,,1017.0,,Visakhapatnam,AP
2025-01-12,22.2,18.6,27.6,0.0,,36.0,17.0,,1016.3,,Visakhapatnam,AP
2025-01-13,22.8,18.3,28.3,0.0,,54.0,14.6,,1014.3,,Visakhapatnam,AP
2025-01-14,23.7,19.6,28.9,0.0,,44.0,16.8,,1015.9,,Visakhapatnam,AP
2025-01-15,23.6,20.0,28.2,0.0,,44.0,20.4,,1016.8,,Visakhapatnam,AP
2025-01-16,23.2,19.3,28.0,0.0,,38.0,17.8,,1016.2,,Visakhapatnam,AP
2025-01-17,22.5,18.8,27.5,0.0,,40.0,21.3,,1015.3,,Visakhapatnam,AP
2025-01-18,22.1,18.1,27.1,0.0,,40.0,20.9,,1014.8,,Visakhapatnam,AP
2025-01-19,22.7,17.9,28.9,0.0,,39.0,18.1,,1014.3,,Visakhapatnam,AP
2025-01-20,23.0,17.1,30.7,0.0,,22.0,10.0,,1013.0,,Visakhapatnam,AP
2025-01-21,22.6,15.1,30.8,0.0,,29.0,9.3,,1012.3,,Visakhapatnam,AP
2025-01-22,22.8,16.8,30.9,0.0,,35.0,8.1,,1012.6,,Visakhapatnam,AP
2025-01-23,22.6,17.9,29.9,0.0,,45.0,6.8,,1013.0,,Visakhapatnam,AP
2025-01-24,22.2,18.0,29.3,0.0,,280.0,7.4,,1012.6,,Visakhapatnam,AP
2025-01-25,23.1,18.0,30.5,0.0,,259.0,8.1,,1012.9,,Visakhapatnam,AP
2025-01-26,23.9,19.6,29.8,0.0,,63.0,9.3,,1012.6,,Visakhapatnam,AP
2025-01-27,23.9,19.4,29.7,0.0,,232.0,9.9,,1011.6,,Visakhapatnam,AP
2025-01-28,24.4,19.7,30.2,0.0,,227.0,10.8,,1012.3,,Visakhapatnam,AP
2025-01-29,24.4,20.5,28.5,0.2,,126.0,8.9,,1014.3,,Visakhapatnam,AP
2025-01-30,24.3,19.5,29.1,0.0,,226.0,9.5,,1012.1,,Visakhapatnam,AP
2025-01-31,24.9,20.3,31.1,0.0,,227.0,11.5,,1011.5,,Visakhapatnam,AP
2025-02-01,24.9,20.9,31.5,0.0,,221.0,9.1,,1012.1,,Visakhapatnam,AP
2025-02-02,24.8,19.9,32.0,0.0,,226.0,10.6,,1012.4,,Visakhapatnam,AP
2025-02-03,26.0,19.1,34.2,0.0,,232.0,9.7,,1012.1,,Visakhapatnam,AP
2025-02-04,26.5,21.2,33.3,0.0,,196.0,8.6,,1012.5,,Visakhapatnam,AP
2025-02-05,26.3,21.0,33.0,0.0,,226.0,9.5,,1011.7,,Visakhapatnam,AP
2025-02-06,26.9,21.3,34.1,0.0,,221.0,11.2,,1011.7,,Visakhapatnam,AP
2025-02-07,26.8,22.0,33.0,0.0,,208.0,8.9,,1013.1,,Visakhapatnam,AP
2025-02-08,26.5,22.9,32.6,0.0,,58.0,10.3,,1013.2,,Visakhapatnam,AP
2025-02-09,25.7,21.8,31.5,0.0,,32.0,9.0,,1013.2,,Visakhapatnam,AP
2025-02-10,25.3,21.1,31.0,0.0,,198.0,8.8,,1014.0,,Visakhapatnam,AP
2025-02-11,25.3,20.1,30.8,0.0,,230.0,12.0,,1013.7,,Visakhapatnam,AP
2025-02-12,26.4,21.0,33.0,0.0,,219.0,14.8,,1012.9,,Visakhapatnam,AP
2025-02-13,26.7,20.8,33.7,0.0,,221.0,16.2,,1012.1,,Visakhapatnam,AP
2025-02-14,26.7,21.3,33.1,0.0,,188.0,13.4,,1011.8,,Visakhapatnam,AP
2025-02-15,25.9,20.3,31.9,0.0,,137.0,10.8,,1011.6,,Visakhapatnam,AP
2025-02-16,26.0,20.7,31.7,0.0,,234.0,11.5,,1012.5,,Visakhapatnam,AP
2025-02-17,26.1,21.5,32.0,0.0,,224.0,12.7,,1013.7,,Visakhapatnam,AP
2025-02-18,26.1,20.9,31.7,0.0,,216.0,16.2,,1013.2,,Visakhapatnam,AP
2025-01-01,28.4,23.8,34.2,0.0,,71.0,10.0,,1010.2,,Kochi,KL
2025-01-02,27.0,22.8,31.3,0.0,,80.0,11.7,,1010.6,,Kochi,KL
2025-01-03,27.0,22.2,32.8,0.0,,65.0,12.5,,1010.7,,Kochi,KL
2025-01-04,26.9,22.3,32.2,0.0,,82.0,10.8,,1010.5,,Kochi,KL
2025-01-05,26.9,21.4,32.9,0.0,,51.0,9.8,,1010.9,,Kochi,KL
2025-01-06,26.9,22.2,32.3,0.0,,43.0,9.8,,1010.9,,Kochi,KL
2025-01-07,26.8,22.1,31.9,0.0,,37.0,9.6,,1010.6,,Kochi,KL
2025-01-08,27.1,23.3,31.4,0.3,,142.0,8.6,,1010.0,,Kochi,KL
2025-01-09,27.7,23.7,32.0,0.0,,40.0,12.4,,1010.7,,Kochi,KL
2025-01-10,28.0,23.6,33.5,0.0,,31.0,13.2,,1011.5,,Kochi,KL
2025-01-11,28.2,24.6,31.6,3.2,,310.0,11.1,,1011.7,,Kochi,KL
2025-01-12,28.3,24.1,32.5,1.6,,358.0,9.4,,1011.4,,Kochi,KL
2025-01-13,28.1,24.8,32.5,2.4,,58.0,7.0,,1010.1,,Kochi,KL
2025-01-14,27.4,24.7,30.9,7.9,,347.0,7.4,,1011.1,,Kochi,KL
2025-01-15,27.9,24.8,31.8,0.7,,194.0,8.1,,1011.3,,Kochi,KL
2025-01-16,28.0,24.7,32.0,0.0,,185.0,11.0,,1010.9,,Kochi,KL
2025-01-17,27.6,23.7,32.3,0.0,,121.0,11.7,,1009.8,,Kochi,KL
2025-01-18,27.5,22.7,32.3,0.0,,89.0,10.6,,1009.4,,Kochi,KL
2025-01-19,26.5,24.7,30.0,5.2,,42.0,7.8,,1010.4,,Kochi,KL
2025-01-20,27.8,24.6,31.6,0.0,,251.0,8.5,,1009.4,,Kochi,KL
2025-01-21,27.8,23.7,32.1,0.0,,112.0,10.4,,1008.9,,Kochi,KL
2025-01-22,27.7,22.7,31.7,0.0,,72.0,9.5,,1009.3,,Kochi,KL
2025-01-23,28.8,25.3,33.0,0.5,,152.0,10.5,,1009.1,,Kochi,KL
2025-01-24,28.4,23.6,32.6,0.0,,140.0,9.9,,1008.5,,Kochi,KL
2025-01-25,28.5,24.0,32.6,0.0,,143.0,10.5,,1009.0,,Kochi,KL
2025-01-26,28.8,24.9,33.0,0.0,,204.0,12.3,,1008.8,,Kochi,KL
2025-01-27,28.3,22.9,33.2,0.0,,167.0,11.8,,1008.8,,Kochi,KL
2025-01-28,27.6,22.5,31.8,0.0,,49.0,11.6,,1009.9,,Kochi,KL
2025-01-29,27.7,24.4,31.5,0.0,,67.0,11.0,,1010.3,,Kochi,KL
2025-01-30,28.1,24.5,31.4,0.1,,349.0,9.2,,1009.9,,Kochi,KL
2025-01-31,28.3,24.7,33.0,7.8,,314.0,9.8,,1009.2,,Kochi,KL
2025-02-01,27.0,23.4,30.8,2.8,,187.0,10.1,,1010.5,,Kochi,KL
2025-02-02,27.8,23.6,32.0,0.6,,323.0,11.2,,1010.2,,Kochi,KL
2025-02-03,27.4,24.7,30.1,0.0,,346.0,12.9,,1011.1,,Kochi,KL
2025-02-04,28.2,24.1,33.4,0.0,,46.0,9.9,,1010.8,,Kochi,KL
2025-02-05,27.9,24.0,33.0,0.0,,303.0,10.3,,1009.9,,Kochi,KL
2025-02-06,28.0,24.0,32.1,0.0,,328.0,9.3,,1009.4,,Kochi,KL
2025-02-07,27.8,23.7,31.0,0.0,,343.0,10.6,,1010.7,,Kochi,KL
2025-02-08,27.5,22.4,32.7,0.0,,271.0,9.5,,1010.4,,Kochi,KL
2025-02-09,28.0,24.0,34.0,0.0,,314.0,10.2,,1009.9,,Kochi,KL
2025-02-10,28.2,24.0,32.5,0.0,,333.0,9.3,,1011.1,,Kochi,KL
2025-02-11,27.9,24.6,32.0,0.0,,17.0,10.1,,1011.7,,Kochi,KL
2025-02-12,27.7,23.8,32.0,0.0,,30.0,8.3,,1011.2,,Kochi,KL
2025-02-13,27.7,23.7,31.0,0.0,,1.0,9.6,,1011.4,,Kochi,KL
2025-02-14,28.0,24.0,31.6,0.0,,337.0,8.4,,1011.3,,Kochi,KL
2025-02-15,28.2,24.3,31.7,0.0,,352.0,10.9,,1010.1,,Kochi,KL
2025-02-16,27.8,22.0,31.6,0.1,,295.0,9.9,,1010.5,,Kochi,KL
2025-02-17,28.3,24.5,32.0,0.0,,162.0,9.8,,1011.7,,Kochi,KL
2025-02-18,28.2,24.9,31.8,0.0,,161.0,12.0,,1012.0,,Kochi,KL
2025-01-01,10.5,8.2,15.4,0.0,,303.0,9.5,,1019.3,,Ludhiana,PB
2025-01-02,11.1,7.9,16.6,0.0,,304.0,8.7,,1018.3,,Ludhiana,PB
2025-01-03,11.9,7.9,18.7,0.0,,317.0,5.4,,1018.0,,Ludhiana,PB
2025-01-04,11.9,7.7,18.8,0.0,,115.0,4.5,,1015.7,,Ludhiana,PB
2025-01-05,12.5,9.6,18.2,0.7,,99.0,6.5,,1016.2,,Ludhiana,PB
2025-01-06,12.3,9.5,17.0,6.0,,308.0,6.5,,1017.8,,Ludhiana,PB
2025-01-07,11.7,9.1,16.9,0.0,,296.0,8.1,,1017.8,,Ludhiana,PB
2025-01-08,10.8,6.2,16.5,0.0,,297.0,7.3,,1015.8,,Ludhiana,PB
2025-01-09,10.1,5.2,17.0,0.0,,99.0,2.5,,1018.3,,Ludhiana,PB
2025-01-10,9.4,6.3,15.8,0.0,,112.0,3.9,,1020.2,,Ludhiana,PB
2025-01-11,11.0,6.8,15.4,1.9,,81.0,7.3,,1019.2,,Ludhiana,PB
2025-01-12,13.8,10.4,16.0,10.9,,75.0,8.3,,1020.1,,Ludhiana,PB
2025-01-13,16.4,8.8,20.5,1.0,,323.0,9.5,,1019.4,,Ludhiana,PB
2025-01-14,11.6,6.8,18.0,0.0,,312.0,6.8,,1019.0,,Ludhiana,PB
2025-01-15,10.3,4.7,17.0,0.0,,121.0,4.5,,1020.3,,Ludhiana,PB
2025-01-16,12.0,8.7,17.2,0.1,,135.0,6.6,,1021.5,,Ludhiana,PB
2025-01-17,11.1,6.5,17.8,0.0,,311.0,8.7,,1021.2,,Ludhiana,PB
2025-01-18,11.7,7.8,16.7,0.0,,296.0,4.8,,1018.7,,Ludhiana,PB
2025-01-19,13.7,8.8,21.2,0.0,,342.0,4.4,,1017.7,,Ludhiana,PB
2025-01-20,15.3,11.8,23.8,0.0,,306.0,8.9,,1015.6,,Ludhiana,PB
2025-01-21,13.8,8.4,22.0,0.0,,304.0,7.2,,1014.4,,Ludhiana,PB
2025-01-22,14.3,8.1,23.0,0.0,,311.0,6.2,,1013.9,,Ludhiana,PB
2025-01-23,14.0,9.0,22.4,0.0,,306.0,8.5,,1015.7,,Ludhiana,PB
2025-01-24,12.7,7.3,18.9,0.0,,299.0,8.9,,1015.8,,Ludhiana,PB
2025-01-25,12.4,6.7,19.0,0.0,,296.0,8.0,,1015.0,,Ludhiana,PB
2025-01-26,12.5,6.4,20.0,0.0,,302.0,8.1,,1014.5,,Ludhiana,PB
2025-01-27,12.8,5.6,20.7,0.0,,308.0,7.0,,1013.4,,Ludhiana,PB
2025-01-28,13.8,7.1,21.9,0.0,,312.0,6.2,,1012.5,,Ludhiana,PB
2025-01-29,14.7,9.7,21.4,0.0,,119.0,11.1,,1014.3,,Ludhiana,PB
2025-01-30,15.0,9.1,22.3,0.0,,79.0,5.6,,1011.7,,Ludhiana,PB
2025-01-31,15.1,8.6,22.3,0.0,,126.0,7.4,,1010.9,,Ludhiana,PB
2025-02-01,14.7,9.2,20.5,0.2,,14.0,6.1,,1014.1,,Ludhiana,PB
2025-02-02,14.1,8.9,21.1,0.0,,308.0,8.3,,1016.1,,Ludhiana,PB
2025-02-03,13.6,7.5,20.7,0.0,,307.0,6.1,,1014.8,,Ludhiana,PB
2025-02-04,13.7,8.5,19.7,1.5,,357.0,8.5,,1015.3,,Ludhiana,PB
2025-02-05,16.7,8.2,21.2,0.0,,332.0,5.8,,1016.3,,Ludhiana,PB
2025-02-06,13.4,8.5,19.9,0.0,,320.0,10.2,,1018.2,,Ludhiana,PB
2025-02-07,12.5,6.6,18.9,0.0,,304.0,11.0,,1017.4,,Ludhiana,PB
2025-02-08,13.7,8.5,20.6,0.0,,307.0,8.6,,1015.8,,Ludhiana,PB
2025-02-09,15.1,8.7,23.0,0.0,,316.0,7.3,,1014.7,,Ludhiana,PB
2025-02-10,16.0,9.0,24.0,0.0,,326.0,6.4,,1014.1,,Ludhiana,PB
2025-02-11,16.5,10.3,24.5,0.0,,344.0,8.1,,1013.9,,Ludhiana,PB
2025-02-12,16.4,10.9,23.0,0.0,,306.0,10.7,,1015.1,,Ludhiana,PB
2025-02-13,15.0,9.2,21.7,0.0,,320.0,9.5,,1015.5,,Ludhiana,PB
2025-02-14,15.3,8.4,22.4,0.0,,327.0,8.2,,1013.2,,Ludhiana,PB
2025-02-15,16.0,11.3,22.4,1.5,,327.0,7.4,,1011.0,,Ludhiana,PB
2025-02-16,16.4,10.7,23.5,0.0,,349.0,4.7,,1012.7,,Ludhiana,PB
2025-02-17,17.2,10.4,24.7,0.0,,315.0,7.6,,1015.3,,Ludhiana,PB
2025-02-18,17.7,11.8,25.1,0.0,,317.0,8.4,,1014.4,,Ludhiana,PB
2025-01-01,-0.7,-8.4,5.3,0.6,,100.0,4.2,,1024.6,,Srinagar,JK
2025-01-02,0.7,-2.6,4.9,0.3,,21.0,3.3,,1025.3,,Srinagar,JK
2025-01-03,-0.1,-2.2,5.4,0.0,,28.0,4.0,,1023.0,,Srinagar,JK
2025-01-04,1.8,-2.7,9.3,0.0,,34.0,6.1,,1017.2,,Srinagar,JK
2025-01-05,0.0,-2.3,2.6,52.3,,331.0,4.7,,1020.6,,Srinagar,JK
2025-01-06,2.2,-0.5,4.2,19.1,,350.0,3.6,,1024.5,,Srinagar,JK
2025-01-07,3.4,0.9,7.2,1.0,,84.0,4.0,,1027.3,,Srinagar,JK
2025-01-08,2.3,-12.4,8.6,0.0,,82.0,4.0,,1024.1,,Srinagar,JK
2025-01-09,-4.2,-14.0,7.5,0.0,,66.0,4.3,,1026.7,,Srinagar,JK
2025-01-10,-4.2,-13.0,7.2,0.0,,58.0,4.5,,1029.2,,Srinagar,JK
2025-01-11,-2.1,-10.7,5.5,0.0,,52.0,4.0,,1024.7,,Srinagar,JK
2025-01-12,0.2,-6.5,8.6,0.0,,33.0,3.1,,1023.1,,Srinagar,JK
2025-01-13,-1.8,-11.0,9.8,0.0,,37.0,4.2,,1026.0,,Srinagar,JK
2025-01-14,-2.0,-10.4,6.2,0.0,,16.0,4.1,,1024.9,,Srinagar,JK
2025-01-15,-1.4,-11.1,9.4,0.0,,18.0,4.4,,1023.8,,Srinagar,JK
2025-01-16,-1.0,-7.2,4.3,2.1,,25.0,4.9,,1024.5,,Srinagar,JK
2025-01-17,-1.6,-10.7,6.6,0.0,,35.0,5.8,,1029.8,,Srinagar,JK
2025-01-18,0.8,-4.9,6.2,0.0,,24.0,4.1,,1022.8,,Srinagar,JK
2025-01-19,1.3,-5.5,8.6,0.0,,26.0,5.6,,1021.3,,Srinagar,JK
2025-01-20,2.4,-6.6,12.8,8.3,,18.0,5.3,,1020.0,,Srinagar,JK
2025-01-21,1.5,-6.1,10.8,34.1,,359.0,5.3,,1020.7,,Srinagar,JK
2025-01-22,5.3,0.6,11.0,0.0,,342.0,5.2,,1020.4,,Srinagar,JK
2025-01-23,0.1,-8.1,11.8,0.0,,70.0,5.3,,1023.2,,Srinagar,JK
2025-01-24,-4.6,-13.1,6.6,0.0,,40.0,8.1,,1023.9,,Srinagar,JK
2025-01-25,-6.1,-16.2,5.7,0.0,,47.0,8.2,,1025.0,,Srinagar,JK
2025-01-26,-4.1,-13.3,6.9,0.0,,71.0,6.1,,1022.5,,Srinagar,JK
